Subject,Gender,Education05,Income87,Job05,Income05,Weight05,HeightFeet05,HeightInch05,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Science,Arith,Word,Parag,Number,Coding,Auto,Math,Mechanic,Elec,AFQT,Esteem81_1,Esteem81_2,Esteem81_3,Esteem81_4,Esteem81_5,Esteem81_6,Esteem81_7,Esteem81_8,Esteem81_9,Esteem81_10,Esteem87_1,Esteem87_2,Esteem87_3,Esteem87_4,Esteem87_5,Esteem87_6,Esteem87_7,Esteem87_8,Esteem87_9,Esteem87_10
4372,female,18,31000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",102500,135,5,7,1,1,0,12,8,20000,25,30,33,14,50,62,17,25,16,19,96.974,1,1,3,1,4,2,2,3,3,4,2,2,4,2,4,2,2,4,4,4
4374,male,12,11000,5000 TO 5930: Office and Administrative Support Workers,30000,272,6,0,1,1,1,13,16,45000,13,16,14,8,27,30,10,7,10,8,22.964,1,1,4,1,4,2,2,1,1,1,2,2,3,1,2,1,2,3,3,3
4379,female,13,900,"7900 TO 8960: Setters, Operators and Tenders",38000,150,4,11,0,1,1,8,16,25000,20,27,33,14,32,54,17,19,17,15,84.654,1,1,4,1,4,1,1,4,1,4,2,2,3,2,3,2,2,2,3,3
4382,male,16,0,"10 TO 430: Executive, Administrative and Managerial Occupations",18000,175,5,7,1,1,1,12,12,37000,25,30,34,15,41,56,23,24,25,18,98.695,1,1,4,4,1,1,1,4,4,4,2,2,3,2,3,2,2,3,3,3
4386,female,12,5780,4700 TO 4960: Sales and Related Workers,19900,178,5,5,0,0,1,7,8,15000,10,14,23,6,11,25,7,2,8,5,22.421,2,2,3,2,2,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
4390,male,12,14000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",34000,180,5,8,0,1,0,12,8,23000,11,12,21,7,35,44,15,6,17,8,25.824,1,1,4,1,4,1,2,4,4,4,1,1,4,1,4,1,1,4,1,4
4391,female,13,626,5000 TO 5930: Office and Administrative Support Workers,3500,185,5,4,1,1,1,12,12,14989,21,25,33,13,27,44,16,13,19,17,62.689,1,1,3,1,3,2,2,2,3,3,1,1,4,1,4,1,1,4,4,4
4392,female,16,33000,"10 TO 430: Executive, Administrative and Managerial Occupations",37000,130,5,3,1,1,1,12,12,25000,17,17,35,14,30,51,16,22,11,13,76.762,2,2,4,2,4,2,3,2,3,4,1,1,4,2,4,2,2,3,2,3
4407,male,16,24500,"10 TO 430: Executive, Administrative and Managerial Occupations",185662,160,5,10,1,1,1,16,16,35000,19,23,34,15,28,35,19,24,21,15,93.654,1,1,4,1,4,1,1,4,4,4,1,1,3,1,4,2,2,3,3,4
4409,male,13,27000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",50000,210,5,11,1,1,1,12,12,30000,17,16,29,8,34,58,18,12,17,13,29.568,1,1,4,1,3,1,1,3,3,4,2,2,3,2,3,2,2,3,3,3
4410,male,16,3500,3000 TO 3260: Health Diagnosing and Treating Practitioners,63000,165,6,0,0,1,0,12,14,30000,17,25,32,12,25,49,19,9,15,10,58.528,2,2,3,2,3,2,2,1,3,3,1,1,3,1,4,1,1,3,4,4
4413,female,16,2000,5000 TO 5930: Office and Administrative Support Workers,30000,165,5,5,0,0,1,12,8,14000,12,8,18,7,27,43,4,4,5,3,11.248,1,2,4,2,4,2,1,3,3,3,2,2,3,2,3,2,2,3,2,3
4417,female,10,0,"7900 TO 8960: Setters, Operators and Tenders",19000,152,5,4,1,1,1,6,6,12000,6,10,10,2,40,49,9,5,9,9,4.607,1,1,4,2,4,2,2,3,3,3,2,2,3,2,3,3,2,2,3,3
4424,female,19,19584,"",93000,160,5,0,1,1,1,16,15,14368,17,28,34,14,49,54,13,13,13,13,86.364,1,1,3,1,3,2,3,3,4,4,1,1,4,1,4,2,2,2,3,4
4425,female,18,25000,2800 TO 2960: Media and Communications Workers,22000,196,5,4,1,1,1,16,14,14000,21,27,35,15,48,56,12,20,11,15,93.673,1,1,3,1,4,2,3,2,3,2,2,2,4,1,4,2,2,3,3,3
4426,male,16,22000,9000 TO 9750: Transportation and Material Moving Workers,211052,165,6,0,1,1,1,16,0,42000,24,30,34,15,36,59,24,22,18,17,95.855,1,1,4,1,4,1,1,3,4,4,1,1,4,1,4,1,1,4,4,4
4427,male,12,8000,9000 TO 9750: Transportation and Material Moving Workers,45000,165,6,0,1,1,1,13,9,8000,18,17,20,13,39,41,17,12,18,13,52.997,2,2,3,2,3,2,2,3,3,3,2,2,3,2,1,1,2,4,4,4
4428,female,19,4600,3000 TO 3260: Health Diagnosing and Treating Practitioners,42000,164,5,6,1,1,1,14,15,11000,23,29,35,15,49,84,16,24,14,13,99.032,1,1,3,1,3,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
4429,male,19,7363,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",49938,220,6,3,1,1,1,9,16,10000,20,27,32,15,48,58,17,23,16,14,93.797,1,1,4,1,4,2,2,3,3,3,1,1,4,1,4,1,1,4,4,4
4430,male,15,16000,4700 TO 4960: Sales and Related Workers,48000,260,6,4,1,1,1,9,11,12000,18,26,32,13,43,42,10,12,12,13,76.715,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4438,female,13,13000,"10 TO 430: Executive, Administrative and Managerial Occupations",95000,190,5,6,1,1,1,12,12,9300,12,12,29,9,46,81,13,7,9,8,31.428,1,1,4,1,4,1,3,3,3,4,2,2,3,2,3,2,2,3,3,3
4447,female,14,15000,5000 TO 5930: Office and Administrative Support Workers,45291,204,5,8,1,1,1,12,10,23000,19,20,30,15,35,52,16,15,14,10,81.671,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4448,male,16,10500,"10 TO 430: Executive, Administrative and Managerial Occupations",95000,200,6,0,1,1,1,12,10,23000,21,22,33,14,33,47,19,24,21,16,94.559,1,1,4,2,3,1,2,3,3,4,1,2,3,1,3,2,2,2,3,3
4465,female,14,13000,"10 TO 430: Executive, Administrative and Managerial Occupations",15000,190,5,5,1,1,1,16,14,39000,16,15,30,11,40,61,13,18,16,12,63.042,1,1,4,2,2,2,2,3,2,3,1,1,4,1,4,1,1,4,4,4
4466,male,16,27000,500 TO 950: Management Related Occupations,80000,240,6,1,1,1,0,12,12,10000,14,18,21,12,27,42,15,11,21,12,46.534,1,1,4,1,4,2,2,3,3,3,2,1,4,1,4,1,1,3,4,4
4468,male,13,6470,"7000 TO 7620: Installation, Maintenance and Repairs Workers",79000,250,6,0,1,1,1,12,16,35000,24,22,33,12,34,49,24,18,20,15,63.044,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,2,1,4,2,3
4469,female,12,33000,2200 TO 2340: Teachers,31200,280,5,10,0,1,1,12,15,35000,14,6,26,7,23,38,11,7,10,12,14.771,1,1,3,1,3,1,2,2,3,3,1,1,4,1,4,1,2,3,3,4
4470,male,18,0,"10 TO 430: Executive, Administrative and Managerial Occupations",75000,200,6,0,1,1,1,12,15,35000,19,17,31,12,42,45,15,12,14,18,60.473,1,1,4,1,1,1,1,4,4,4,1,1,4,1,4,1,2,4,2,4
4471,male,20,6500,500 TO 950: Management Related Occupations,140000,195,5,10,1,1,1,12,12,17400,20,26,32,15,21,42,15,23,19,10,93.33,1,1,4,2,4,2,2,3,4,4,1,1,4,1,4,2,2,3,4,4
4474,female,10,2400,5000 TO 5930: Office and Administrative Support Workers,30700,155,5,6,0,0,0,12,8,15000,11,8,20,8,14,43,12,3,11,5,8.147,2,2,4,1,4,2,2,3,3,3,1,1,4,1,4,1,1,3,3,3
4476,female,8,6000,4200 TO 4250: Cleaning and Building Service Occupations,25000,145,5,5,0,0,0,12,10,2000,17,13,22,9,17,35,9,4,11,8,21.407,1,1,4,1,4,1,1,4,4,4,1,1,3,2,3,1,1,3,3,3
4478,female,14,7000,"",53000,175,5,5,1,1,1,12,14,3700,21,21,35,15,36,31,12,18,11,11,85.068,2,2,3,2,4,2,2,3,4,4,1,1,3,1,3,2,2,2,3,4
4480,male,16,35000,"10 TO 430: Executive, Administrative and Managerial Occupations",202617,215,5,11,1,1,1,12,16,46000,24,28,32,13,50,40,17,25,20,17,87.942,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4487,female,12,500,5000 TO 5930: Office and Administrative Support Workers,33000,150,5,6,1,1,1,8,12,13000,20,18,31,13,38,39,12,15,14,9,73.85,2,2,3,2,4,2,2,3,3,3,2,2,4,2,4,2,2,4,4,4
4488,female,13,22500,"10 TO 430: Executive, Administrative and Managerial Occupations",108000,164,5,5,1,1,1,8,11,13000,16,25,33,15,45,54,11,21,11,12,94.247,1,1,3,1,3,1,1,3,3,3,1,1,4,1,4,1,1,4,3,4
4496,female,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",47000,200,5,10,1,1,1,12,12,20570,15,18,33,14,27,49,13,15,17,9,60.869,2,1,3,2,4,2,2,3,4,4,2,2,3,1,4,2,2,3,4,4
4498,male,12,14000,6200 TO 6940: Construction Trade and Extraction Workers,39000,235,5,11,0,0,1,9,13,7500,16,18,24,13,49,49,16,13,14,4,61.509,2,2,3,2,3,2,2,2,3,3,1,1,3,2,3,2,2,2,3,3
4499,female,14,13000,1000 TO 1240: Mathematical and Computer Scientists,54300,224,5,8,0,0,1,9,12,7500,17,18,22,10,25,53,8,12,11,8,51.094,1,1,4,1,4,1,1,4,4,4,1,1,4,2,4,1,2,4,4,4
4503,male,11,15600,4000 TO 4160: Food Preparation and Serving Related Occupations,18000,196,5,11,0,1,1,12,16,7500,5,7,6,3,19,11,10,9,10,4,4.853,2,1,4,1,3,1,3,3,4,4,2,2,4,2,4,2,2,2,1,4
4506,female,14,0,3000 TO 3260: Health Diagnosing and Treating Practitioners,30000,160,5,4,1,0,1,12,12,3600,17,8,22,10,29,37,10,4,8,10,17.592,2,2,3,2,3,2,2,3,3,3,1,2,4,2,4,2,2,3,3,4
4508,male,16,24000,4700 TO 4960: Sales and Related Workers,72000,246,6,4,1,1,1,16,18,3400,19,27,32,9,48,36,15,18,14,12,57.865,1,1,3,2,3,2,1,3,1,2,2,2,3,2,3,2,2,3,2,2
4509,male,14,13600,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",72899,175,5,11,1,1,1,13,20,20000,19,28,32,15,29,52,20,24,23,15,98.905,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,4,4
4511,male,14,39000,"10 TO 430: Executive, Administrative and Managerial Occupations",125000,195,6,2,1,1,1,12,12,6000,17,26,32,11,43,62,22,22,18,13,68.723,1,1,3,1,4,2,2,3,3,3,1,1,4,1,3,2,2,3,3,3
4514,male,15,0,"10 TO 430: Executive, Administrative and Managerial Occupations",125000,240,6,2,1,0,1,11,14,23683,21,28,32,15,46,51,22,17,22,19,83.129,2,2,4,1,4,1,1,3,3,3,1,1,4,1,4,1,2,4,4,4
4517,male,16,35000,3300 TO 3650: Health Care Technical and Support Occupations,146000,207,6,3,0,1,1,12,12,15000,18,13,29,8,41,36,22,12,20,16,26.623,2,2,4,2,4,1,2,3,3,4,1,1,4,1,4,2,2,3,3,4
4518,male,15,15000,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",70000,180,6,2,0,1,1,12,12,15000,9,10,22,10,29,45,13,8,14,10,30.349,1,1,4,2,4,1,2,4,4,4,2,2,3,2,3,2,2,3,3,3
4519,male,12,32460,6200 TO 6940: Construction Trade and Extraction Workers,50000,280,6,0,1,1,1,12,12,4896,17,19,25,9,39,21,24,13,17,12,38.736,2,1,3,1,3,1,1,3,3,3,1,1,4,2,3,2,2,3,3,4
4520,male,12,18000,"7900 TO 8960: Setters, Operators and Tenders",40000,250,6,0,1,1,1,15,16,26000,18,26,29,11,23,51,24,11,18,18,49.905,2,2,3,2,3,2,2,3,3,3,2,2,4,2,2,2,2,3,3,3
4524,male,12,20000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",50000,170,5,8,0,1,1,12,11,35000,19,18,27,14,38,38,22,11,20,11,65.975,1,1,4,2,4,1,2,3,3,4,1,1,4,1,4,1,1,4,4,4
4528,female,14,3000,"10 TO 430: Executive, Administrative and Managerial Occupations",62987,150,5,7,1,1,1,10,8,25500,19,26,33,13,45,75,19,18,10,14,65.668,1,1,4,1,4,1,1,4,4,4,1,1,3,1,4,2,2,3,3,3
4531,male,16,32000,"10 TO 430: Executive, Administrative and Managerial Occupations",113000,210,5,9,1,1,1,15,18,28000,21,25,25,12,49,58,19,25,21,13,66.623,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4532,male,16,31000,"10 TO 430: Executive, Administrative and Managerial Occupations",73000,163,5,9,1,1,1,9,12,60000,19,28,33,12,43,53,17,19,21,13,70.375,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4534,female,13,10000,"2000 TO 2060: Counselors, Sociala and Religious Workers",35000,170,5,4,1,1,1,12,12,27900,19,27,33,13,49,82,18,12,19,13,72.163,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3
4536,female,13,0,2800 TO 2960: Media and Communications Workers,11000,120,5,3,0,1,0,13,8,7250,16,21,32,13,45,67,18,13,13,12,57.342,1,2,4,2,3,3,3,2,2,4,1,2,3,3,2,2,3,2,2,3
4538,female,12,16000,5000 TO 5930: Office and Administrative Support Workers,40000,225,5,7,0,1,1,10,9,16000,16,17,30,12,38,61,15,18,21,14,41.962,3,3,3,3,3,3,3,1,2,2,3,2,4,3,2,4,3,2,2,2
4540,male,16,15000,4500 TO 4650: Personal Care and Service Workers,57000,185,5,9,1,0,1,12,12,9000,11,13,20,9,20,30,13,12,13,7,32.671,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,2,4,4,4
4541,female,12,0,3300 TO 3650: Health Care Technical and Support Occupations,35000,90,4,11,0,0,1,7,11,4500,13,12,17,4,15,15,6,4,9,5,7.177,2,1,3,2,3,3,3,3,1,1,1,1,3,2,4,1,3,3,2,2
4542,male,13,3000,"2000 TO 2060: Counselors, Sociala and Religious Workers",34000,156,5,4,0,0,0,7,11,4500,6,7,7,4,12,16,4,10,6,6,7.817,2,1,3,1,3,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
4543,female,12,0,"",1800,100,5,0,0,0,0,7,11,4500,9,13,14,5,20,38,7,10,8,7,18.514,1,1,3,2,3,2,2,3,4,4,2,2,3,2,4,2,2,3,3,3
4544,female,12,-2,5000 TO 5930: Office and Administrative Support Workers,12000,135,4,11,0,0,1,7,11,4500,12,5,11,5,25,42,10,5,4,4,2.96,1,1,4,1,4,1,1,4,4,4,2,1,3,2,3,1,3,3,3,2
4548,male,16,2500,"10 TO 430: Executive, Administrative and Managerial Occupations",100000,155,5,10,1,1,0,12,8,30000,18,27,30,13,37,50,16,24,19,14,89.282,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4557,female,12,0,4700 TO 4960: Sales and Related Workers,6580,158,5,4,1,1,1,9,7,6000,9,8,13,4,27,25,10,5,11,8,4.899,2,2,3,2,3,1,2,3,3,3,2,2,3,2,3,2,2,3,3,3
4560,female,14,3500,5000 TO 5930: Office and Administrative Support Workers,21000,250,5,2,1,1,0,13,14,600,17,25,35,12,37,43,10,12,16,14,64.81,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3
4561,female,12,2200,4700 TO 4960: Sales and Related Workers,16000,155,5,1,1,1,0,7,9,9048,18,14,24,14,32,36,13,15,13,12,63.671,2,2,4,1,4,1,1,3,4,4,1,1,3,2,4,3,2,3,2,3
4563,male,12,17000,"10 TO 430: Executive, Administrative and Managerial Occupations",60000,210,5,9,1,1,1,10,12,23000,20,21,28,4,33,50,22,13,19,14,43.186,2,1,4,2,4,1,2,3,4,4,1,1,4,1,4,1,2,3,3,3
4565,female,16,11600,1000 TO 1240: Mathematical and Computer Scientists,98000,170,5,4,0,0,1,12,13,20000,13,14,20,11,41,51,9,12,11,9,42.885,2,1,4,2,3,2,2,3,3,3,2,2,4,2,3,2,2,3,3,3
4566,male,12,26000,3700 TO 3950: Protective Service Occupations,90000,162,5,11,1,1,0,12,12,20000,20,24,30,13,45,54,23,20,21,15,74.431,1,1,4,2,4,1,1,4,4,4,1,1,4,1,4,1,1,4,3,4
4569,male,12,24000,4700 TO 4960: Sales and Related Workers,85000,220,5,11,1,1,1,12,11,1600,18,22,31,14,49,65,18,14,22,13,76.485,1,1,4,1,4,1,2,2,4,4,1,1,4,1,4,2,2,4,2,4
4570,female,17,2300,2200 TO 2340: Teachers,72000,155,5,7,1,1,1,12,12,31000,17,27,25,14,49,78,10,23,10,13,84.593,1,2,3,2,3,2,2,2,3,3,1,2,4,1,1,2,2,3,2,3
4571,female,14,5147,"2400 TO 2550: Education, Training and Library Workers",27359,140,5,7,1,1,1,12,12,30000,18,24,30,12,38,67,17,12,11,9,48.11,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,3,4
4576,female,18,6000,"",16000,285,5,2,1,1,0,15,12,30000,13,17,21,10,37,48,10,9,14,8,35.674,1,1,4,2,3,2,2,1,3,3,2,2,4,2,3,2,2,3,3,3
4579,male,14,20000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",35000,250,6,2,0,1,1,12,12,25000,23,26,33,14,35,38,21,13,25,18,84.059,1,1,4,1,3,2,2,3,2,3,1,1,4,1,3,2,2,3,3,3
4582,female,13,0,"10 TO 430: Executive, Administrative and Managerial Occupations",50000,130,5,6,1,0,1,8,13,21000,16,18,28,10,34,39,14,13,13,9,55.052,2,2,4,2,4,2,2,4,4,4,2,2,3,2,3,2,2,3,3,3
4583,male,12,11200,6200 TO 6940: Construction Trade and Extraction Workers,21000,135,5,9,1,0,1,8,13,21000,19,27,28,9,24,41,12,20,20,16,70.638,2,2,3,2,3,2,2,2,3,4,2,2,3,2,3,2,3,3,2,3
4586,male,12,17000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",38154,207,6,0,1,1,1,13,8,5040,19,29,29,11,38,35,19,24,22,12,85.959,1,1,4,1,4,1,2,4,4,4,1,2,4,1,3,1,2,3,2,4
4589,female,12,1900,5000 TO 5930: Office and Administrative Support Workers,38200,170,5,5,0,0,0,12,12,5000,14,13,29,12,44,52,14,8,11,8,35.236,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,3,3,4
4590,female,17,17000,3000 TO 3260: Health Diagnosing and Treating Practitioners,58000,160,5,3,1,1,1,13,17,16000,21,22,33,14,50,66,17,21,19,13,74.952,2,2,3,2,3,2,2,3,3,3,2,2,4,2,4,2,2,3,3,4
4592,female,17,59387,"10 TO 430: Executive, Administrative and Managerial Occupations",48000,120,5,4,1,1,1,14,17,16500,12,12,25,11,49,52,8,14,9,3,35.574,1,1,4,1,3,1,2,3,3,3,1,1,4,1,4,1,1,4,4,4
4595,male,14,19000,"2600 TO 2760: Entertainers and Performers, Sports and Related Workers",95000,245,6,0,0,1,1,13,12,30000,12,21,25,9,29,33,24,11,21,16,41.056,1,1,4,1,4,1,1,4,4,4,1,1,4,2,4,1,1,2,3,3
4596,male,12,32000,4700 TO 4960: Sales and Related Workers,65000,165,5,9,1,1,1,16,16,20000,18,19,34,13,47,54,17,17,11,14,66.351,1,1,4,1,4,1,1,1,4,4,1,1,4,1,4,1,1,3,3,3
4601,male,12,21000,4200 TO 4250: Cleaning and Building Service Occupations,30000,155,5,8,1,1,1,12,12,44000,17,12,27,7,18,13,22,6,16,16,17.388,2,2,3,2,3,2,2,3,3,3,1,1,4,1,4,1,1,4,3,3
4602,female,14,18000,4500 TO 4650: Personal Care and Service Workers,10000,145,5,6,1,1,1,15,12,44000,18,18,34,13,50,62,13,9,14,8,60.716,1,1,3,1,3,1,1,3,3,3,1,1,4,1,4,1,2,4,3,4
4604,female,12,7000,5000 TO 5930: Office and Administrative Support Workers,27412,180,5,8,0,0,0,12,12,10500,16,15,29,11,41,51,13,7,13,12,42.318,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4606,male,16,17000,4700 TO 4960: Sales and Related Workers,15000,160,5,10,1,1,1,15,20,4000,22,30,32,13,50,64,20,22,24,16,83.831,1,1,4,1,4,1,2,3,3,3,1,1,4,1,4,1,1,2,2,3
4607,male,17,15000,6200 TO 6940: Construction Trade and Extraction Workers,55000,180,6,0,1,1,1,14,16,845,15,21,31,12,46,49,23,19,18,14,58.25,1,1,4,1,4,1,1,2,3,4,2,2,3,2,4,1,1,3,3,3
4619,male,12,3500,4500 TO 4650: Personal Care and Service Workers,9500,170,5,8,1,1,1,10,10,6000,10,11,12,5,17,30,13,9,8,11,12.411,2,2,3,2,3,2,2,2,2,3,1,2,3,2,4,2,2,2,2,2
4621,male,12,16000,4700 TO 4960: Sales and Related Workers,24000,218,5,6,0,1,1,8,8,13000,13,24,29,13,35,53,20,16,19,13,66.439,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,1,1,4,4,4
4623,male,12,6000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",62000,170,6,0,1,0,1,12,10,20000,18,16,12,4,22,24,24,8,15,4,22.535,1,1,4,1,4,1,1,4,4,4,2,1,4,1,4,1,1,4,4,4
4625,female,15,3000,3300 TO 3650: Health Care Technical and Support Occupations,77000,155,5,3,1,1,1,12,12,6500,17,27,28,15,49,58,12,23,15,13,81.014,1,1,4,1,4,1,1,4,3,4,1,1,4,1,4,1,1,2,4,4
4626,female,20,4000,3300 TO 3650: Health Care Technical and Support Occupations,130000,132,5,7,1,0,1,14,18,6000,19,23,30,14,49,74,13,18,16,11,65.198,1,1,4,1,4,1,1,4,2,4,1,1,4,1,4,1,1,4,3,2
4630,male,12,59387,"7000 TO 7620: Installation, Maintenance and Repairs Workers",130000,185,5,8,1,1,1,13,15,40000,12,26,21,7,32,39,15,15,20,10,44.75,2,1,4,1,4,1,2,3,3,3,2,1,4,1,4,1,1,4,4,4
4633,male,13,26000,"7900 TO 8960: Setters, Operators and Tenders",90000,195,6,0,0,1,1,12,12,50000,18,16,29,9,39,27,20,9,16,15,35.588,1,1,3,1,3,1,2,1,4,4,1,1,4,1,4,1,1,4,3,4
4634,male,18,25600,"10 TO 430: Executive, Administrative and Managerial Occupations",355767,225,5,11,1,1,1,12,14,50000,16,22,29,13,36,46,21,14,17,11,68.487,1,1,4,1,4,1,1,4,4,3,1,2,4,2,4,2,2,3,4,4
4635,male,17,0,1000 TO 1240: Mathematical and Computer Scientists,70000,240,6,0,1,1,1,12,14,50000,20,28,32,14,36,33,24,24,21,17,92.94,1,1,4,1,4,2,1,2,4,4,1,1,4,1,4,2,1,3,4,4
4636,male,14,25000,4000 TO 4160: Food Preparation and Serving Related Occupations,99000,142,5,4,1,1,1,12,16,35000,15,14,30,12,33,49,13,8,12,14,31.028,1,1,4,1,4,1,1,4,3,4,1,1,4,1,4,1,1,4,4,4
4637,female,12,0,"10 TO 430: Executive, Administrative and Managerial Occupations",25000,168,5,8,1,1,1,12,6,20000,9,4,9,3,12,7,5,6,8,3,1.32,2,2,4,2,3,2,2,3,3,4,1,1,4,1,4,1,2,4,3,4
4638,female,12,0,5000 TO 5930: Office and Administrative Support Workers,17000,190,5,5,1,1,1,12,7,20000,6,7,8,6,15,8,7,7,6,4,4.875,3,2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,3,2,2,3
4641,female,12,0,3300 TO 3650: Health Care Technical and Support Occupations,18000,200,5,4,0,1,1,11,8,7000,17,22,23,8,38,65,11,23,13,8,63.72,2,2,3,2,3,2,1,4,3,3,1,1,4,1,4,1,1,1,2,4
4642,male,13,0,"7000 TO 7620: Installation, Maintenance and Repairs Workers",90000,200,6,2,1,1,1,12,16,25000,16,20,25,10,34,20,16,16,15,13,55.007,2,2,3,2,3,2,2,3,3,3,2,2,4,2,3,2,2,2,3,3
4643,male,14,0,"1300 TO 1560: Engineers, Architects, Surveyers, Engineering and Related Technicians",56000,220,5,8,1,1,0,12,14,4000,15,14,20,7,35,11,16,7,13,10,24.298,2,2,3,2,3,2,2,3,3,3,2,2,4,2,3,2,2,4,3,4
4651,female,13,18000,"",25000,135,5,6,1,1,1,12,12,52000,12,15,22,13,42,55,14,7,15,13,49.157,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,2,2,4,4,4
4652,male,16,9000,"10 TO 430: Executive, Administrative and Managerial Occupations",60000,150,5,7,1,1,1,12,16,65000,25,30,35,12,29,59,22,25,22,18,92.296,1,1,3,1,3,2,2,3,3,4,2,1,4,1,3,2,2,3,3,4
4662,female,16,14000,2800 TO 2960: Media and Communications Workers,52000,135,5,7,1,1,1,12,16,35000,15,30,35,15,45,40,9,24,13,14,98.483,1,1,4,1,4,1,1,4,4,4,2,2,4,2,3,2,2,4,4,4
4665,female,14,23000,3300 TO 3650: Health Care Technical and Support Occupations,15000,119,5,3,0,1,1,14,14,50000,21,24,34,15,47,62,13,19,18,16,83.307,1,1,4,2,4,2,2,4,4,4,2,2,4,2,4,2,2,3,3,3
4668,male,16,30000,"10 TO 430: Executive, Administrative and Managerial Occupations",209400,200,6,0,1,1,1,12,12,28000,20,25,30,14,36,19,21,18,13,15,81.304,1,1,4,1,4,1,1,3,3,4,1,1,3,1,4,1,1,4,2,4
4669,male,14,27000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",40000,210,6,1,1,1,1,12,16,28000,9,11,15,10,29,27,9,10,12,6,30.372,2,1,3,1,4,1,1,4,4,4,2,2,2,2,3,2,2,3,2,3
4675,female,13,18600,5000 TO 5930: Office and Administrative Support Workers,38000,140,5,2,1,1,1,12,12,20000,17,14,30,12,28,54,13,12,12,15,48.409,1,1,3,1,3,1,1,3,3,3,2,2,3,2,3,2,2,3,3,3
4676,male,12,18000,"10 TO 430: Executive, Administrative and Managerial Occupations",45000,255,5,11,1,1,1,12,12,2000,21,28,30,14,49,56,22,21,23,19,86.921,1,2,1,2,3,2,2,3,3,4,2,2,3,2,3,2,2,3,3,3
4678,female,12,7800,4700 TO 4960: Sales and Related Workers,5000,134,5,3,1,1,1,11,12,26000,12,7,23,5,28,46,6,6,10,9,14.358,2,2,3,2,2,3,3,2,2,2,2,1,3,2,4,2,3,2,2,2
4680,male,12,8000,"7000 TO 7620: Installation, Maintenance and Repairs Workers",14000,168,5,9,0,1,1,12,12,24000,18,18,31,14,39,48,21,14,21,16,71.684,2,1,3,2,3,2,3,1,3,3,1,2,4,1,4,2,2,3,3,3
4683,female,18,14000,2200 TO 2340: Teachers,10000,130,5,5,1,1,1,17,16,5184,19,18,33,14,34,40,9,19,11,7,74.499,1,1,4,1,3,2,2,3,3,3,1,1,3,1,3,1,1,2,3,3
4686,female,17,25000,500 TO 950: Management Related Occupations,84000,250,6,0,0,1,1,12,14,40000,18,28,30,14,49,76,11,24,15,11,85.163,1,1,4,2,4,2,2,3,4,4,1,1,4,1,4,1,1,4,4,4
4687,male,13,0,2200 TO 2340: Teachers,68651,220,5,10,0,1,1,12,16,40000,18,22,29,15,37,66,11,20,14,9,84.843,1,1,4,1,4,1,1,4,4,4,1,1,4,1,4,2,2,4,4,4
4692,female,19,2500,2200 TO 2340: Teachers,29000,188,5,4,1,1,1,16,17,75001,18,26,33,14,39,60,12,23,18,12,97.585,1,1,3,2,3,2,2,2,2,2,1,1,4,2,4,3,2,2,3,2
4694,female,15,59387,4700 TO 4960: Sales and Related Workers,4000,160,5,4,1,1,1,12,16,45000,14,21,27,14,49,68,14,20,8,10,69.189,1,1,4,1,4,1,2,4,4,4,1,1,4,4,4,1,1,4,4,4
